"date","site_id","air_pressure_min","air_pressure_max","air_pressure_avg","air_temperature_min","air_temperature_max","air_temperature_avg","eastward_wind_min","eastward_wind_max","eastward_wind_avg","northward_wind_min","northward_wind_max","northward_wind_avg","precipitation_flux_min","precipitation_flux_max","precipitation_flux_avg","relative_humidity_min","relative_humidity_max","relative_humidity_avg","surface_downwelling_longwave_flux_in_air_min","surface_downwelling_longwave_flux_in_air_max","surface_downwelling_longwave_flux_in_air_avg","surface_downwelling_shortwave_flux_in_air_min","surface_downwelling_shortwave_flux_in_air_max","surface_downwelling_shortwave_flux_in_air_avg","chla_avg"
2020-10-05,"BARC",101007.9609375,101784.1484375,101477.514742944,290.875085449219,300.598992919922,293.874135322981,-4.14951419830322,-1.10654783248901,-2.54544422959769,-4.21539306640625,-0.0972534194588661,-1.74760727056613,-3.70370362091947e-06,0.000114814812938372,1.09393669908762e-05,0.71001335144043,1.00040061950684,0.908421479450759,391.404113769531,436.887268066406,412.894830273044,0,596,85.9274193548387,NA
2020-10-05,"SUGG",101007.9609375,101784.1484375,101477.514742944,290.875085449219,300.598992919922,293.874135322981,-4.14951419830322,-1.10654783248901,-2.54544422959769,-4.21539306640625,-0.0972534194588661,-1.74760727056613,-9.2592596731804e-05,0.000114814812938372,1.02075867898976e-05,0.71001335144043,1.00040061950684,0.908421479450759,391.404113769531,436.887268066406,412.894830273044,0,596,85.8790322580645,35.8540972222222
2020-10-06,"BARC",100827.1484375,101784.1484375,101430.650023101,290.875085449219,307.159234619141,295.796218613655,-3.67955565452576,0.607993125915527,-1.99015909288159,-4.76373529434204,0.0615551732480526,-1.76332968583591,-3.7037029310509e-06,0.000231481481481481,1.72491043137349e-05,0.426369667053223,0.998973236083984,0.859277210312505,389.417114257812,454,409.626670591293,0,788,213.016129032258,NA
2020-10-06,"SUGG",100827.1484375,101784.1484375,101430.650023101,290.875085449219,307.159234619141,295.796218613655,-3.67955565452576,0.607993125915527,-1.99015909288159,-4.76373529434204,0.0615551732480526,-1.76332968583591,-3.7037029310509e-06,0.000231481481481481,1.72491043137349e-05,0.426369667053223,0.998973236083984,0.859277210312505,389.417114257812,454,409.668260635868,0,788,213.016129032258,36.0401736111111
2020-10-07,"BARC",100853.2734375,101784.1484375,101432.715867566,290.875085449219,307.349969482422,296.093366097891,-3.47922611236572,-0.189082026481628,-1.92850871912644,-3.38143301010132,-0.322829574346542,-1.66607484469811,-9.25925905229869e-07,0.000722222261958652,5.58915783944924e-05,0.449882469177246,0.998234939575195,0.860942437648773,389.270385742188,448,413.571054766255,0,770,207.91935483871,NA
2020-10-07,"SUGG",100853.2734375,101784.1484375,101432.715867566,290.875085449219,307.349969482422,296.093366097891,-3.47922611236572,-0.189082026481628,-1.92850871912644,-3.38143301010132,-0.322829574346542,-1.66607484469811,-9.25925905229869e-07,0.000722222261958652,5.58915783944924e-05,0.449882469177246,0.998234939575195,0.860942437648773,389.270385742188,448,413.571054766255,0,770,207.91935483871,30.5706530612245
2020-10-08,"BARC",100929.625,101784.1484375,101461.295420657,290.875085449219,305.728387451172,295.901029061758,-3.47922611236572,0.930937469005585,-1.5064037285624,-3.18320798873901,-0.378747552633286,-1.59940094188336,-4.62963073341935e-06,0.000611111102280793,0.000130451018079167,0.535867614746094,0.995002822875977,0.877915431043153,396,443,415.157578006867,0,744,191.016129032258,NA
2020-10-08,"SUGG",100929.625,101784.1484375,101461.295420657,290.875085449219,305.728387451172,295.901029061758,-3.47922611236572,0.930937469005585,-1.5064037285624,-3.18320798873901,-0.378747552633286,-1.59940094188336,-4.62963073341935e-06,0.000611111102280793,0.000130451018079167,0.535867614746094,0.995002822875977,0.877915431043153,396,443,415.297406719577,0,744,191.016129032258,9.95327526132404
2020-10-09,"BARC",100960.515625,101784.1484375,101499.716130082,290.875085449219,303.717553710938,295.521942023821,-3.47922611236572,1.64408445358276,-1.26809227400828,-4.46310758590698,-0.378747552633286,-1.82647618963834,-9.25925939723297e-06,0.000981481472651164,0.000178382619800938,0.563991355895996,0.998459701538086,0.888674294128213,391.969909667969,427,406.197620022681,-2,750,202.782258064516,NA
2020-10-09,"SUGG",100960.515625,101784.1484375,101499.716130082,290.875085449219,303.717553710938,295.521942023821,-3.47922611236572,1.64408445358276,-1.26809227400828,-4.46310758590698,-0.378747552633286,-1.82647618963834,-4.6296293536822e-06,0.000981481472651164,0.000178427422675666,0.563991355895996,0.998459701538086,0.888674294128213,391.969909667969,427,406.170155679026,0,750,202.806451612903,10.0145104895105
2020-10-10,"BARC",100674.3046875,101784.1484375,101426.658392137,290.875085449219,303.244287109375,295.485046107795,-3.47922611236572,3.9200291633606,-0.376147166946002,-3.90043926239014,0.678361773490906,-1.60597221566094,-9.25925042894151e-07,0.000638888914276052,0.000147289428960091,0.664578018188477,0.999824981689453,0.888736778228514,373,427.156677246094,400.807710463001,0,760,218.161290322581,NA
2020-10-10,"SUGG",100674.3046875,101784.1484375,101426.658392137,290.875085449219,303.244287109375,295.485046107795,-3.47922611236572,3.9200291633606,-0.376147166946002,-3.90043926239014,0.678361773490906,-1.60597221566094,-9.25925042894151e-07,0.000638888914276052,0.000147289428960091,0.664578018188477,0.999824981689453,0.888736778228514,373,427.156677246094,400.633475272886,0,760,218.161290322581,10.0859649122807
2020-10-11,"BARC",100505.4296875,101784.1484375,101271.008043515,290.875085449219,303.936883544922,295.638946561916,-3.47922611236572,3.76355957984924,-0.194931349206355,-2.78321290016174,4.68339586257935,-0.219031218444661,-3.70370362091947e-06,0.000685185238167092,8.72909215895355e-05,0.501477966308594,0.99815803527832,0.877462956341364,375,423,402.538700472924,-2,750,224.072580645161,NA
2020-10-11,"SUGG",100505.4296875,101784.1484375,101271.008043515,290.875085449219,303.936883544922,295.638946561916,-3.47922611236572,3.76355957984924,-0.194931349206355,-2.78321290016174,4.68339586257935,-0.219031218444661,-3.70370362091947e-06,0.000685185238167092,8.72909215895355e-05,0.501477966308594,0.99815803527832,0.877462956341364,375,423,402.538700472924,0,750,224.096774193548,NA
2020-10-12,"BARC",100652.5546875,101784.1484375,101314.239200059,290.875085449219,301.936395263672,294.765973150602,-3.47922611236572,1.60977292060852,-0.931898749078843,-2.78321290016174,4.0249195098877,0.271632617319463,0,0.00011111111552627,1.71370970573735e-05,0.622768936157227,0.999267349243164,0.880719411424411,351,430,384.025250588694,-2,736,165.806451612903,NA
2020-10-12,"SUGG",100652.5546875,101784.1484375,101314.239200059,290.875085449219,301.936395263672,294.765973150602,-3.47922611236572,1.60977292060852,-0.931898749078843,-2.78321290016174,4.0249195098877,0.271632617319463,-8.33333352649653e-05,0.00011111111552627,1.62410396907875e-05,0.622768936157227,0.999267349243164,0.880719411424411,351,430,384.201136681341,0,736,165.854838709677,NA
2020-10-13,"BARC",100804.2421875,101784.1484375,101369.081217448,290.875085449219,304.598229980469,295.118929061069,-3.47922611236572,1.26688957214355,-1.65042202563434,-2.78321290016174,2.27180910110474,-0.142965391578694,-3.70370362091947e-06,2.77777788815675e-05,1.81451615940873e-06,0.430874099731445,0.990267868041992,0.836731120770977,356,417.539916992188,381.834442877,0,782,234.258064516129,NA
2020-10-13,"SUGG",100804.2421875,101784.1484375,101369.081217448,290.875085449219,304.598229980469,295.118929061069,-3.47922611236572,1.26688957214355,-1.65042202563434,-2.78321290016174,2.27180910110474,-0.142965391578694,-3.70370362091947e-06,2.77777788815675e-05,1.82945045098449e-06,0.430874099731445,0.990267868041992,0.836731120770977,356,417.539916992188,381.963314794725,0,875,237.342741935484,10.1273863636364
2020-10-14,"BARC",100852.4453125,101784.1484375,101385.077043431,290.875085449219,305.887322998047,295.626805898195,-3.47922611236572,0.668474078178406,-1.6266078856656,-4.12004041671753,1.79498159885406,-0.969209836938003,-3.70370362091947e-06,7.40740751778638e-05,5.16353056542442e-06,0.406902465820312,0.982000045776367,0.812925118579659,366.650756835938,439.674621582031,391.70921596404,0,780,203.822580645161,NA
2020-10-14,"SUGG",100852.4453125,101784.1484375,101385.077043431,290.875085449219,305.887322998047,295.626805898195,-3.47922611236572,0.668474078178406,-1.6266078856656,-4.12004041671753,1.79498159885406,-0.969209836938003,-9.25926008710155e-06,7.40740751778638e-05,5.08885911310908e-06,0.406902465820312,0.982000045776367,0.812925118579659,366.650756835938,439.674621582031,391.749442315871,0,780,203.822580645161,10.2660416666667
2020-10-15,"BARC",100788.9609375,101784.1484375,101400.764044649,290.875085449219,305.985375976563,295.646950145434,-3.47922611236572,1.76352775096893,-1.08964099676386,-3.45349836349487,2.31276488304138,-1.2457587005538,-9.2592587073644e-06,4.62962962962963e-05,5.0216548211857e-06,0.403479614257812,0.985131454467773,0.822369562836104,360,435.814300537109,389.532652824156,0,750,200.733870967742,NA
2020-10-15,"SUGG",100788.9609375,101784.1484375,101400.764044649,290.875085449219,305.985375976563,295.646950145434,-3.47922611236572,1.76352775096893,-1.08964099676386,-3.45349836349487,2.31276488304138,-1.2457587005538,-5.55555543137921e-06,4.62962962962963e-05,5.09632626237412e-06,0.403479614257812,0.985131454467773,0.822369562836104,360,435.814300537109,389.532652824156,0,750,200.733870967742,10.6068181818182
2020-10-16,"BARC",100970.640625,101784.1484375,101450.984154486,290.875085449219,304.749993896484,295.555615792223,-3.58781003952026,1.73612058162689,-1.70240725142699,-2.78321290016174,2.13563227653503,-0.541627304663541,-4.6296293536822e-06,8.4259256168648e-05,3.47222230177965e-06,0.38448917388916,0.984485015869141,0.809791863861904,360,400,381.374121512136,0,764,220.725806451613,NA
2020-10-16,"SUGG",100970.640625,101784.1484375,101450.984154486,290.875085449219,304.749993896484,295.555615792223,-3.58781003952026,1.73612058162689,-1.70240725142699,-2.78321290016174,2.13563227653503,-0.541627304663541,-4.6296293536822e-06,8.4259256168648e-05,3.47222230177965e-06,0.38448917388916,0.984485015869141,0.809791863861904,360,400,381.449260834725,0,764,220.725806451613,10.6523263888889
2020-10-17,"BARC",101217.703125,101875.359375,101629.876548849,290.56728515625,301.772332763672,294.134608041087,-4.49163818359375,-0.442485332489014,-2.57643089018842,-4.05339956283569,1.38913083076477,-1.20810230810903,-3.70370362091947e-06,4.62962962962963e-05,5.41367993680059e-06,0.503988151550293,0.982000045776367,0.780322680422055,336.189697265625,412.079833984375,371.205254831622,0,760,213.54435483871,NA
2020-10-17,"SUGG",101217.703125,101875.359375,101629.876548849,290.56728515625,301.772332763672,294.134608041087,-4.49163818359375,-0.442485332489014,-2.57643089018842,-4.05339956283569,1.38913083076477,-1.20810230810903,-3.70370362091947e-06,4.62962962962963e-05,5.41367993680059e-06,0.503988151550293,0.982000045776367,0.780322680422055,336.189697265625,412.079833984375,371.050591991794,0,760,210.967741935484,10.4855555555556
2020-10-18,"BARC",101301.078125,101841.453125,101653.955855175,290.875085449219,303.549981689453,294.607694511003,-3.89999008178711,-1.09878170490265,-2.48503675680327,-5.30283451080322,0.252224117517471,-1.79596259728104,-4.6296293536822e-06,0.000148148155874676,7.75462976994e-06,0.480562629699707,0.999627456665039,0.844948010137004,355,426.267700195312,388.719679801695,0,760,188.959677419355,NA
2020-10-18,"SUGG",101301.078125,101841.453125,101653.955855175,290.875085449219,303.549981689453,294.607694511003,-3.89999008178711,-1.09878170490265,-2.48503675680327,-5.30283451080322,0.252224117517471,-1.79596259728104,-4.6296293536822e-06,0.000148148155874676,7.73969548114597e-06,0.480562629699707,0.999627456665039,0.844948010137004,355,426.267700195312,388.747809379331,0,760,188.959677419355,10.2413240418118
2020-10-19,"BARC",101169.15625,101784.1484375,101587.900537634,290.875085449219,302.068292236328,294.850478170251,-3.88484120368958,-1.17892336845398,-2.41720597878579,-4.68758058547974,-0.378747552633286,-2.07620254110905,-2.77777771568961e-06,0.00048148148589664,3.59916375319083e-05,0.571783752441406,0.982000045776367,0.849103623692707,353.270385742188,437,391.242099638908,0,750,171.282258064516,NA
2020-10-19,"SUGG",101169.15625,101784.1484375,101587.900537634,290.875085449219,302.068292236328,294.850478170251,-3.88484120368958,-1.17892336845398,-2.41720597878579,-4.68758058547974,-0.378747552633286,-2.07620254110905,-3.70370348294576e-05,0.00048148148589664,3.56182803204027e-05,0.571783752441406,0.982000045776367,0.849103623692707,353.270385742188,437,391.387260929231,0,750,171.282258064516,10.6715034965035
2020-10-20,"BARC",100992.96875,101784.1484375,101509.865034862,290.875085449219,303.140740966797,295.16169503735,-3.47922611236572,-1.04960930347443,-2.11575213491276,-4.50535869598389,-0.257343739271164,-2.0775123164258,-3.70370362091947e-06,0.000166666673289405,2.12440267066152e-05,0.556171760559082,0.982000045776367,0.865047744833013,376.539916992188,421.325378417969,400.505113663212,0,680,149.209677419355,NA
2020-10-20,"SUGG",100992.96875,101784.1484375,101509.865034862,290.875085449219,303.140740966797,295.16169503735,-3.47922611236572,-1.04960930347443,-2.11575213491276,-4.50535869598389,-0.257343739271164,-2.0775123164258,-3.70370362091947e-06,0.000166666673289405,2.12440267066152e-05,0.556171760559082,0.982000045776367,0.865047744833013,376.539916992188,421.325378417969,400.505113663212,0,680,149.209677419355,10.3114930555556
2020-10-21,"BARC",101053.5703125,101784.1484375,101499.509797127,290.875085449219,302.40810546875,295.027586504208,-3.47922611236572,0.315300285816193,-1.99347645115428,-4.84806156158447,-0.378747552633286,-2.07097109359118,-3.70370362091947e-06,0.000583333350993969,8.1167862530277e-05,0.587000007629395,0.982000045776367,0.870615297671287,383,425,402.067442617109,0,690,128.16935483871,NA
2020-10-21,"SUGG",101053.5703125,101784.1484375,101499.509797127,290.875085449219,302.40810546875,295.027586504208,-3.47922611236572,0.315300285816193,-1.99347645115428,-4.84806156158447,-0.378747552633286,-2.07097109359118,-3.70370362091947e-06,0.000583333350993969,8.1167862530277e-05,0.587000007629395,0.982000045776367,0.870615297671287,383,425,402.115154143303,0,690,128.16935483871,10.1204861111111
2020-10-22,"BARC",101057.6171875,101784.1484375,101508.777737525,290.875085449219,302.145654296875,294.692842491724,-3.47922611236572,0.478344708681107,-1.88306224747481,-4.8797287940979,-0.251699209213257,-1.87730121199963,-1.85185181045974e-06,0.000722222239882858,6.72043023715541e-05,0.569756889343262,0.994272842407227,0.881133786657805,372,411,388.698388868763,0,730,209.088709677419,NA
2020-10-22,"SUGG",101057.6171875,101784.1484375,101508.777737525,290.875085449219,302.145654296875,294.692842491724,-3.47922611236572,0.478344708681107,-1.88306224747481,-4.8797287940979,-0.251699209213257,-1.87730121199963,-1.85185181045974e-06,0.000722222239882858,6.72043023715541e-05,0.569756889343262,0.994272842407227,0.881133786657805,372,411,388.776124523532,0,730,209.088709677419,9.9119512195122
2020-10-23,"BARC",100968.8125,101784.1484375,101484.920168641,290.875085449219,301.512017822266,294.642907017534,-3.47922611236572,0.931743144989014,-1.66639259435479,-4.25027799606323,-0.378747552633286,-1.92644816464795,-5.5555557763135e-06,0.000694444466520239,6.44041226871908e-05,0.588296813964844,0.998457717895508,0.88171556075414,371.540771484375,421,390.446917133947,0,720,175.016129032258,NA
2020-10-23,"SUGG",100968.8125,101784.1484375,101484.920168641,290.875085449219,301.512017822266,294.642907017534,-3.47922611236572,0.931743144989014,-1.66639259435479,-4.25027799606323,-0.378747552633286,-1.92644816464795,-5.5555557763135e-06,0.000694444466520239,6.44041226871908e-05,0.588296813964844,0.998457717895508,0.88171556075414,371.540771484375,421,390.471110682334,0,720,175.016129032258,9.76402777777778
2020-10-24,"BARC",100650.75,101784.1484375,101399.45735152,290.875085449219,302.586663818359,294.801476414998,-3.47922611236572,1.96939206123352,-1.41434702759368,-3.56130123138428,-0.378747552633286,-1.59869806348316,-4.62962866381363e-06,0.000787037081188626,5.91248513829172e-05,0.495770645141602,0.982861251831055,0.852998984372744,367.909423828125,428.000244140625,390.791057955834,0,720,179.443548387097,NA
2020-10-24,"SUGG",100650.75,101784.1484375,101399.45735152,290.875085449219,302.586663818359,294.801476414998,-3.47922611236572,1.96939206123352,-1.41434702759368,-3.56130123138428,-0.378747552633286,-1.59869806348316,-4.62962866381363e-06,0.000787037081188626,5.91248513829172e-05,0.495770645141602,0.982861251831055,0.852998984372744,367.909423828125,428.000244140625,390.887832149383,0,720,179.443548387097,9.75979166666667
2020-10-25,"BARC",100574.5703125,101784.1484375,101275.378627982,290.875085449219,304.372369384766,295.285412765831,-3.47922611236572,1.47383785247803,-1.52959513208724,-3.18397212028503,1.09538078308105,-1.1812596540311,-1.85185187944659e-05,0.00022222223105254,2.60528678624149e-05,0.521007080078125,0.994098510742187,0.858626635305343,374.539916992188,440,400.899818912629,0,720,175.967741935484,NA
2020-10-25,"SUGG",100574.5703125,101784.1484375,101275.378627982,290.875085449219,304.372369384766,295.285412765831,-3.47922611236572,1.47383785247803,-1.52959513208724,-3.18397212028503,1.09538078308105,-1.1812596540311,-8.42592782444424e-05,0.00022222223105254,2.55227004474957e-05,0.521007080078125,0.994098510742187,0.858626635305343,374.539916992188,440,400.899818912629,0,720,174.274193548387,9.89989583333333
2020-10-26,"BARC",100878.5234375,101784.1484375,101416.493242818,290.875085449219,304.197351074219,295.269525331067,-3.47922611236572,0.365148931741714,-1.73982397139746,-5.23124265670776,-0.225187987089157,-1.89948333627594,-4.6296293536822e-06,5.5555557763135e-05,3.42741940479855e-06,0.516751708984375,1.00002403259277,0.860699369343378,368,424.439147949219,391.926206773327,0,720,202.540322580645,NA
2020-10-26,"SUGG",100878.5234375,101784.1484375,101416.493242818,290.875085449219,304.197351074219,295.269525331067,-3.47922611236572,0.365148931741714,-1.73982397139746,-5.23124265670776,-0.225187987089157,-1.89948333627594,-4.6296293536822e-06,5.5555557763135e-05,3.43488656449507e-06,0.516751708984375,1.00002403259277,0.860699369343378,368,424.439147949219,391.90201322494,0,720,202.540322580645,10.1082638888889
2020-10-27,"BARC",101097.7734375,101784.1484375,101552.921575731,290.875085449219,304.175744628906,295.611565895491,-3.47922611236572,1.11166751384735,-1.42824693832838,-4.72509288787842,-0.378747552633286,-2.13647654316118,-2.77777788815675e-05,0.000342592619083546,3.95758670483234e-05,0.570747146606445,0.994620208740234,0.865583717899938,387,439,403.479922386908,0,690,190.701612903226,NA
2020-10-27,"SUGG",101097.7734375,101784.1484375,101552.921575731,290.875085449219,304.175744628906,295.611565895491,-3.47922611236572,1.11166751384735,-1.42824693832838,-4.72509288787842,-0.378747552633286,-2.13647654316118,-3.70370362091947e-06,0.000342592619083546,3.97998813941425e-05,0.570747146606445,0.994620208740234,0.865583717899938,387,439,403.479922386908,0,690,190.701612903226,10.3095833333333
2020-10-28,"BARC",100895.9921875,101784.1484375,101513.52765352,290.875085449219,305.263177490234,295.699787742861,-3.47922611236572,2.59224367141724,-0.855855438481799,-3.66661858558655,-0.378747552633286,-1.96891548933201,-9.25925905229869e-07,0.000407407416237725,4.03225813878827e-05,0.543030815124512,0.998258209228516,0.87193355501339,385.84228515625,438.055847167969,403.228330550655,0,690,183.282258064516,NA
2020-10-28,"SUGG",100895.9921875,101784.1484375,101513.52765352,290.875085449219,305.263177490234,295.699787742861,-3.47922611236572,2.59224367141724,-0.855855438481799,-3.66661858558655,-0.378747552633286,-1.96891548933201,-9.25925905229869e-07,0.000407407416237725,4.03225813878827e-05,0.543030815124512,0.998258209228516,0.87193355501339,385.84228515625,438.055847167969,403.31300797001,0,690,183.282258064516,10.5152430555556
2020-10-29,"BARC",100436.8359375,101784.1484375,101294.102549563,290.875085449219,304.727990722656,295.930810177711,-3.47922611236572,5.71019268035889,0.528072063040028,-3.47621822357178,5.29473114013672,-0.452071347603104,-9.25925905229869e-07,2.87037039244616e-05,2.98685788120207e-06,0.563762168884277,0.982000045776367,0.855390768717694,389.651672363281,432.101867675781,405.248109632923,0,690,184.588709677419,NA
